COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
Napa,2016,Race/ethnicity,Hispanic,All ages,156,30.8,
Nevada,2016,Race/ethnicity,Hispanic,All ages,20,22.1,
Orange,2016,Race/ethnicity,Hispanic,All ages,"3,814",31.7,
Placer,2016,Race/ethnicity,Hispanic,All ages,121,23.5,
Plumas,2016,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2016,Race/ethnicity,Hispanic,All ages,"4,058",33.9,
Sacramento,2016,Race/ethnicity,Hispanic,All ages,"1,890",52.8,
San Benito,2016,Race/ethnicity,Hispanic,All ages,173,50.6,
San Bernardino,2016,Race/ethnicity,Hispanic,All ages,"5,066",43,
San Diego,2016,Race/ethnicity,Hispanic,All ages,"3,934",32.1,
San Francisco,2016,Race/ethnicity,Hispanic,All ages,684,52,
San Joaquin,2016,Race/ethnicity,Hispanic,All ages,"1,534",47.7,
San Luis Obispo,2016,Race/ethnicity,Hispanic,All ages,241,37.5,
San Mateo,2016,Race/ethnicity,Hispanic,All ages,"1,016",51.6,
Santa Barbara,2016,Race/ethnicity,Hispanic,All ages,903,40.1,
Santa Clara,2016,Race/ethnicity,Hispanic,All ages,"2,444",44.6,
Santa Cruz,2016,Race/ethnicity,Hispanic,All ages,399,38.1,
Shasta,2016,Race/ethnicity,Hispanic,All ages,54,29.3,
Sierra,2016,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2016,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2016,Race/ethnicity,Hispanic,All ages,659,55.2,
Sonoma,2016,Race/ethnicity,Hispanic,All ages,498,35.2,
Stanislaus,2016,Race/ethnicity,Hispanic,All ages,"1,185",45.4,
Sutter,2016,Race/ethnicity,Hispanic,All ages,94,29.7,
Tehama,2016,Race/ethnicity,Hispanic,All ages,74,42.6,
Trinity,2016,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2016,Race/ethnicity,Hispanic,All ages,964,29.1,
Tuolumne,2016,Race/ethnicity,Hispanic,All ages,17,28.3,
Ventura,2016,Race/ethnicity,Hispanic,All ages,"1,298",32.9,
Yolo,2016,Race/ethnicity,Hispanic,All ages,317,47.4,
Yuba,2016,Race/ethnicity,Hispanic,All ages,48,23.7,
California,2016,Race/ethnicity,Asian/PI,All ages,"10,306",21,
Alameda,2016,Race/ethnicity,Asian/PI,All ages,"1,112",27,
Alpine,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Amador,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Contra Costa,2016,Race/ethnicity,Asian/PI,All ages,474,29.6,
Del Norte,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2016,Race/ethnicity,Asian/PI,All ages,17,30.3,
Fresno,2016,Race/ethnicity,Asian/PI,All ages,214,23.2,
Glenn,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2016,Race/ethnicity,Asian/PI,All ages,15,46.5,
Imperial,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Inyo,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Kern,2016,Race/ethnicity,Asian/PI,All ages,92,26.4,
Kings,2016,Race/ethnicity,Asian/PI,All ages,13,27.3,
Lake,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Los Angeles,2016,Race/ethnicity,Asian/PI,All ages,"2,633",21,
Madera,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2016,Race/ethnicity,Asian/PI,All ages,23,15.5,
Mariposa,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Mendocino,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Merced,2016,Race/ethnicity,Asian/PI,All ages,51,26.9,
Modoc,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Mono,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2016,Race/ethnicity,Asian/PI,All ages,82,37.2,
Napa,2016,Race/ethnicity,Asian/PI,All ages,21,22.2,
Nevada,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2016,Race/ethnicity,Asian/PI,All ages,743,14.2,
Placer,2016,Race/ethnicity,Asian/PI,All ages,47,21,
Plumas,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Riverside,2016,Race/ethnicity,Asian/PI,All ages,215,16.6,
Sacramento,2016,Race/ethnicity,Asian/PI,All ages,770,34.6,
San Benito,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2016,Race/ethnicity,Asian/PI,All ages,239,18.7,
San Diego,2016,Race/ethnicity,Asian/PI,All ages,689,19.7,
San Francisco,2016,Race/ethnicity,Asian/PI,All ages,482,21.9,
San Joaquin,2016,Race/ethnicity,Asian/PI,All ages,306,29.4,
San Luis Obispo,2016,Race/ethnicity,Asian/PI,All ages,13,16.1,
San Mateo,2016,Race/ethnicity,Asian/PI,All ages,414,21.5,
Santa Barbara,2016,Race/ethnicity,Asian/PI,All ages,34,20.2,
Santa Clara,2016,Race/ethnicity,Asian/PI,All ages,865,14.3,
Santa Cruz,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Shasta,2016,Race/ethnicity,Asian/PI,All ages,20,44.7,
Sierra,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Siskiyou,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2016,Race/ethnicity,Asian/PI,All ages,325,52.2,
Sonoma,2016,Race/ethnicity,Asian/PI,All ages,63,34.4,
Stanislaus,2016,Race/ethnicity,Asian/PI,All ages,82,27.6,
Sutter,2016,Race/ethnicity,Asian/PI,All ages,28,19,
Tehama,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2016,Race/ethnicity,Asian/PI,All ages,0,0,
Tulare,2016,Race/ethnicity,Asian/PI,All ages,27,18.6,
Tuolumne,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2016,Race/ethnicity,Asian/PI,All ages,74,12.9,
Yolo,2016,Race/ethnicity,Asian/PI,All ages,50,19.7,
Yuba,2016,Race/ethnicity,Asian/PI,All ages,16,35.2,
California,2016,Race/ethnicity,AI/AN,All ages,672,46.1,
Alameda,2016,Race/ethnicity,AI/AN,All ages,37,80.5,
Alpine,2016,Race/ethnicity,AI/AN,All ages,0,0,
Amador,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2016,Race/ethnicity,AI/AN,All ages,0,0,
Contra Costa,2016,Race/ethnicity,AI/AN,All ages,14,56.3,
Del Norte,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Fresno,2016,Race/ethnicity,AI/AN,All ages,12,22.1,
Glenn,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2016,Race/ethnicity,AI/AN,All ages,32,46.2,
Imperial,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Inyo,2016,Race/ethnicity,AI/AN,All ages,17,108.3,
Kern,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kings,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lake,2016,Race/ethnicity,AI/AN,All ages,14,83.1,
Lassen,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2016,Race/ethnicity,AI/AN,All ages,58,35.9,
Madera,2016,Race/ethnicity,AI/AN,All ages,0,0,
Marin,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mariposa,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2016,Race/ethnicity,AI/AN,All ages,26,80.4,
Merced,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Modoc,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Napa,2016,Race/ethnicity,AI/AN,All ages,0,0,
Nevada,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Placer,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Plumas,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2016,Race/ethnicity,AI/AN,All ages,33,36.5,
Sacramento,2016,Race/ethnicity,AI/AN,All ages,34,44.3,
San Benito,2016,Race/ethnicity,AI/AN,All ages,0,0,
San Bernardino,2016,Race/ethnicity,AI/AN,All ages,143,199.4,
San Diego,2016,Race/ethnicity,AI/AN,All ages,40,28.5,
San Francisco,2016,Race/ethnicity,AI/AN,All ages,38,263.9,
San Joaquin,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Luis Obispo,2016,Race/ethnicity,AI/AN,All ages,0,0,
San Mateo,2016,Race/ethnicity,AI/AN,All ages,11,,Rate not available due to statistical instability
Santa Barbara,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Clara,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Cruz,2016,Race/ethnicity,AI/AN,All ages,0,0,
Shasta,2016,Race/ethnicity,AI/AN,All ages,11,,Rate not available due to statistical instability
Sierra,2016,Race/ethnicity,AI/AN,All ages,0,0,
Siskiyou,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2016,Race/ethnicity,AI/AN,All ages,15,95.6,
Sonoma,2016,Race/ethnicity,AI/AN,All ages,14,37.5,
Stanislaus,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sutter,2016,Race/ethnicity,AI/AN,All ages,0,0,
Tehama,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2016,Race/ethnicity,AI/AN,All ages,11,,Rate not available due to statistical instability
Tuolumne,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yolo,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yuba,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2017,Total population,All ages,All ages,"180,053",46.9,
Alameda,2017,Total population,All ages,All ages,"8,942",56.3,
Alpine,2017,Total population,All ages,All ages,0,0,
Amador,2017,Total population,All ages,All ages,176,56.8,
Butte,2017,Total population,All ages,All ages,936,45.3,
Calaveras,2017,Total population,All ages,All ages,198,55.1,
Colusa,2017,Total population,All ages,All ages,62,28.4,
Contra Costa,2017,Total population,All ages,All ages,"6,706",62.6,
Del Norte,2017,Total population,All ages,All ages,150,61.2,
El Dorado,2017,Total population,All ages,All ages,650,40.5,
Fresno,2017,Total population,All ages,All ages,"7,783",75.4,
Glenn,2017,Total population,All ages,All ages,129,45.6,
Humboldt,2017,Total population,All ages,All ages,851,67.1,
Imperial,2017,Total population,All ages,All ages,"1,291",65.7,
Inyo,2017,Total population,All ages,All ages,110,70.7,
Kern,2017,Total population,All ages,All ages,"4,853",52.2,
Kings,2017,Total population,All ages,All ages,"1,074",67.9,
Lake,2017,Total population,All ages,All ages,482,80.1,
Lassen,2017,Total population,All ages,All ages,131,44,
Los Angeles,2017,Total population,All ages,All ages,"49,504",50,
Madera,2017,Total population,All ages,All ages,979,61.7,
Marin,2017,Total population,All ages,All ages,564,23.5,
Mariposa,2017,Total population,All ages,All ages,63,46.5,
Mendocino,2017,Total population,All ages,All ages,567,70.9,
Merced,2017,Total population,All ages,All ages,"2,067",73.9,
Modoc,2017,Total population,All ages,All ages,77,106,
Mono,2017,Total population,All ages,All ages,40,32,
Monterey,2017,Total population,All ages,All ages,"1,916",43.1,
Napa,2017,Total population,All ages,All ages,537,40.2,
Nevada,2017,Total population,All ages,All ages,306,38.5,
Orange,2017,Total population,All ages,All ages,"9,084",29.7,
Placer,2017,Total population,All ages,All ages,"1,193",34.7,
Plumas,2017,Total population,All ages,All ages,86,63.2,
Riverside,2017,Total population,All ages,All ages,"10,076",43.2,
Sacramento,2017,Total population,All ages,All ages,"10,129",68.6,
San Benito,2017,Total population,All ages,All ages,340,61.2,
San Bernardino,2017,Total population,All ages,All ages,"11,204",51.4,
San Diego,2017,Total population,All ages,All ages,"10,339",31.7,
San Francisco,2017,Total population,All ages,All ages,"3,247",41.7,
San Joaquin,2017,Total population,All ages,All ages,"4,881",65.9,
San Luis Obispo,2017,Total population,All ages,All ages,800,33.3,
San Mateo,2017,Total population,All ages,All ages,"2,346",31.8,
Santa Barbara,2017,Total population,All ages,All ages,"1,471",33.5,
Santa Clara,2017,Total population,All ages,All ages,"5,865",30.7,
Santa Cruz,2017,Total population,All ages,All ages,772,29.8,
Shasta,2017,Total population,All ages,All ages,722,45.3,
Sierra,2017,Total population,All ages,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2017,Total population,All ages,All ages,159,42.1,
Solano,2017,Total population,All ages,All ages,"3,850",91.7,
Sonoma,2017,Total population,All ages,All ages,"1,938",41.6,
Stanislaus,2017,Total population,All ages,All ages,"3,077",56.6,
Sutter,2017,Total population,All ages,All ages,301,31.7,
Tehama,2017,Total population,All ages,All ages,350,59.7,
Trinity,2017,Total population,All ages,All ages,55,50.1,
Tulare,2017,Total population,All ages,All ages,"2,134",43.4,
Tuolumne,2017,Total population,All ages,All ages,244,53.6,
Ventura,2017,Total population,All ages,All ages,"2,836",34.8,
Yolo,2017,Total population,All ages,All ages,894,43.3,
Yuba,2017,Total population,All ages,All ages,366,47.9,
California,2017,Child vs. adult,0–17 years,0–17 years,"68,787",74.5,
Alameda,2017,Child vs. adult,0–17 years,0–17 years,"3,179",90.7,
Alpine,2017,Child vs. adult,0–17 years,0–17 years,0,0,
Amador,2017,Child vs. adult,0–17 years,0–17 years,38,71.2,
Butte,2017,Child vs. adult,0–17 years,0–17 years,226,49.4,
Calaveras,2017,Child vs. adult,0–17 years,0–17 years,50,70.3,
Colusa,2017,Child vs. adult,0–17 years,0–17 years,37,61.9,
Contra Costa,2017,Child vs. adult,0–17 years,0–17 years,"2,204",89.4,
Del Norte,2017,Child vs. adult,0–17 years,0–17 years,52,88.7,
El Dorado,2017,Child vs. adult,0–17 years,0–17 years,163,46.9,
Fresno,2017,Child vs. adult,0–17 years,0–17 years,"4,371",153.9,
Glenn,2017,Child vs. adult,0–17 years,0–17 years,27,36.2,
Humboldt,2017,Child vs. adult,0–17 years,0–17 years,173,61.7,
Imperial,2017,Child vs. adult,0–17 years,0–17 years,691,126.8,
Inyo,2017,Child vs. adult,0–17 years,0–17 years,32,78.4,
Kern,2017,Child vs. adult,0–17 years,0–17 years,"2,219",86.4,
Kings,2017,Child vs. adult,0–17 years,0–17 years,506,109.7,
Lake,2017,Child vs. adult,0–17 years,0–17 years,112,82.2,
Lassen,2017,Child vs. adult,0–17 years,0–17 years,35,63.7,
Los Angeles,2017,Child vs. adult,0–17 years,0–17 years,"19,061",82.5,
Madera,2017,Child vs. adult,0–17 years,0–17 years,562,132.6,
Marin,2017,Child vs. adult,0–17 years,0–17 years,165,32.7,
Mariposa,2017,Child vs. adult,0–17 years,0–17 years,14,50.9,
Mendocino,2017,Child vs. adult,0–17 years,0–17 years,192,100,
Merced,2017,Child vs. adult,0–17 years,0–17 years,894,112.3,
Modoc,2017,Child vs. adult,0–17 years,0–17 years,19,105.3,
Mono,2017,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2017,Child vs. adult,0–17 years,0–17 years,747,64.3,
Napa,2017,Child vs. adult,0–17 years,0–17 years,152,52.5,
Nevada,2017,Child vs. adult,0–17 years,0–17 years,80,50.3,
Orange,2017,Child vs. adult,0–17 years,0–17 years,"3,828",53.1,
Placer,2017,Child vs. adult,0–17 years,0–17 years,372,50.1,
Plumas,2017,Child vs. adult,0–17 years,0–17 years,29,96.8,
Riverside,2017,Child vs. adult,0–17 years,0–17 years,"3,931",66.1,
Sacramento,2017,Child vs. adult,0–17 years,0–17 years,"3,169",87.6,
San Benito,2017,Child vs. adult,0–17 years,0–17 years,138,97.2,
San Bernardino,2017,Child vs. adult,0–17 years,0–17 years,"4,519",78.2,
San Diego,2017,Child vs. adult,0–17 years,0–17 years,"4,291",52.9,
San Francisco,2017,Child vs. adult,0–17 years,0–17 years,"1,049",75.3,
San Joaquin,2017,Child vs. adult,0–17 years,0–17 years,"1,692",85.3,
San Luis Obispo,2017,Child vs. adult,0–17 years,0–17 years,270,53.7,
San Mateo,2017,Child vs. adult,0–17 years,0–17 years,752,46.1,
Santa Barbara,2017,Child vs. adult,0–17 years,0–17 years,574,55.9,
Santa Clara,2017,Child vs. adult,0–17 years,0–17 years,"1,834",40.8,
Santa Cruz,2017,Child vs. adult,0–17 years,0–17 years,290,48.3,
